bvid,filedate,aid,柚恩,米诺,莞儿,虞莫,露早,view,danmaku,reply,favorite,coin,share,like,pubdate,title,tname,duration,temp,group_vid
BV1114y1W7bQ,2022-09-01,772548777,0,0,0,1,0,24142,59,385,290,432,116,2893,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-02,772548777,0,0,0,1,0,28044,73,409,309,454,128,3133,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-03,772548777,0,0,0,1,0,31175,72,420,325,475,137,3296,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-04,772548777,0,0,0,1,0,32372,72,425,334,479,141,3348,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-05,772548777,0,0,0,1,0,33069,72,425,337,484,144,3379,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-06,772548777,0,0,0,1,0,33586,73,429,342,489,144,3400,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-07,772548777,0,0,0,1,0,34201,74,429,344,489,146,3420,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-08,772548777,0,0,0,1,0,34720,76,431,346,492,150,3443,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-09,772548777,0,0,0,1,0,35004,77,431,351,494,150,3457,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-10,772548777,0,0,0,1,0,35391,77,434,356,496,150,3480,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-11,772548777,0,0,0,1,0,35787,77,435,360,497,150,3500,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-12,772548777,0,0,0,1,0,36125,77,438,362,497,152,3513,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-13,772548777,0,0,0,1,0,36416,77,438,364,497,152,3518,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-14,772548777,0,0,0,1,0,36616,77,438,366,497,152,3521,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-15,772548777,0,0,0,1,0,36733,77,438,367,497,152,3528,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-16,772548777,0,0,0,1,0,37645,78,442,373,498,153,3559,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-17,772548777,0,0,0,1,0,38160,78,442,378,502,155,3583,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-18,772548777,0,0,0,1,0,38455,79,442,379,502,155,3588,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-19,772548777,0,0,0,1,0,38680,79,442,379,503,156,3591,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-20,772548777,0,0,0,1,0,38833,79,442,379,505,156,3599,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-21,772548777,0,0,0,1,0,39018,79,442,380,505,156,3608,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-22,772548777,0,0,0,1,0,39130,79,442,381,505,156,3613,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-23,772548777,0,0,0,1,0,39230,79,443,382,507,157,3613,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-24,772548777,0,0,0,1,0,39295,79,442,382,507,157,3615,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV1114y1W7bQ,2022-09-25,772548777,0,0,0,1,0,39375,79,442,382,507,158,3618,1662001200,再凑5000块买电脑！或是史上首次虚拟偶像对真人偶像进行诈骗（伪）【虞莫|直播剪辑】,综合,277,1,0
BV11S4y1W7st,2022-08-24,729766760,1,0,0,0,0,9177,10,279,535,930,96,2824,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-08-25,729766760,1,0,0,0,0,12004,13,297,644,1120,107,3170,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-08-26,729766760,1,0,0,0,0,12996,15,298,676,1164,108,3269,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-08-27,729766760,1,0,0,0,0,13445,15,302,693,1172,111,3308,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-08-28,729766760,1,0,0,0,0,13829,15,304,703,1192,117,3343,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-08-29,729766760,1,0,0,0,0,14175,15,304,714,1207,117,3361,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-08-30,729766760,1,0,0,0,0,14587,15,307,719,1221,117,3389,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-08-31,729766760,1,0,0,0,0,14867,15,310,732,1233,117,3410,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-01,729766760,1,0,0,0,0,15048,15,310,736,1243,117,3420,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-02,729766760,1,0,0,0,0,15201,16,311,738,1249,117,3425,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-03,729766760,1,0,0,0,0,15329,16,312,744,1253,118,3431,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-04,729766760,1,0,0,0,0,15467,16,313,750,1259,119,3441,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-05,729766760,1,0,0,0,0,15630,16,312,753,1265,120,3447,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-06,729766760,1,0,0,0,0,15797,16,312,756,1267,120,3450,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-07,729766760,1,0,0,0,0,15937,16,313,758,1273,120,3456,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-08,729766760,1,0,0,0,0,16148,16,313,763,1283,121,3470,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-09,729766760,1,0,0,0,0,16270,16,313,766,1287,121,3477,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-10,729766760,1,0,0,0,0,16401,16,313,768,1291,121,3487,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-11,729766760,1,0,0,0,0,16536,16,313,770,1294,123,3493,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-12,729766760,1,0,0,0,0,16657,16,313,772,1298,125,3498,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-13,729766760,1,0,0,0,0,16772,16,313,774,1301,125,3504,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-14,729766760,1,0,0,0,0,16895,16,314,775,1302,125,3507,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-15,729766760,1,0,0,0,0,16985,16,315,775,1302,125,3509,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-16,729766760,1,0,0,0,0,17101,16,315,776,1306,125,3515,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-17,729766760,1,0,0,0,0,17190,16,316,781,1310,125,3519,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-18,729766760,1,0,0,0,0,17274,16,317,780,1310,125,3526,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-19,729766760,1,0,0,0,0,17360,16,317,781,1314,125,3532,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-20,729766760,1,0,0,0,0,17460,16,318,782,1314,126,3534,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-21,729766760,1,0,0,0,0,17536,16,318,785,1314,126,3535,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-22,729766760,1,0,0,0,0,17579,16,319,784,1318,126,3538,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-23,729766760,1,0,0,0,0,17615,16,319,784,1320,126,3539,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-24,729766760,1,0,0,0,0,17648,16,319,783,1320,126,3539,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11S4y1W7st,2022-09-25,729766760,1,0,0,0,0,17679,16,319,784,1320,126,3539,1661329701,点燃你我生命的火，柚恩翻唱《只要平凡》【直播剪辑】,翻唱,249,1,0
BV11r4y157E8,2022-08-18,771665578,0,1,0,0,0,76422,123,527,1143,2302,903,7682,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-08-19,771665578,0,1,0,0,0,77406,123,527,1156,2318,913,7745,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-08-20,771665578,0,1,0,0,0,77898,123,527,1165,2328,916,7779,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-08-21,771665578,0,1,0,0,0,78548,123,528,1171,2332,922,7807,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-08-22,771665578,0,1,0,0,0,79075,124,528,1172,2345,923,7842,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-08-23,771665578,0,1,0,0,0,79448,124,529,1179,2361,927,7874,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-08-24,771665578,0,1,0,0,0,79835,125,529,1178,2369,931,7887,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-08-25,771665578,0,1,0,0,0,80105,126,529,1181,2373,933,7897,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-08-26,771665578,0,1,0,0,0,80268,126,529,1184,2380,934,7910,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-08-27,771665578,0,1,0,0,0,80456,126,529,1185,2383,935,7923,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-08-28,771665578,0,1,0,0,0,80650,126,529,1186,2385,937,7938,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-08-29,771665578,0,1,0,0,0,80908,126,529,1187,2389,946,7951,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-08-30,771665578,0,1,0,0,0,81153,128,530,1192,2393,947,7972,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-08-31,771665578,0,1,0,0,0,81646,129,530,1199,2396,951,8023,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-01,771665578,0,1,0,0,0,81780,129,531,1198,2396,951,8029,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-02,771665578,0,1,0,0,0,81844,129,531,1199,2396,951,8033,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-03,771665578,0,1,0,0,0,81951,129,531,1200,2398,952,8034,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-04,771665578,0,1,0,0,0,82073,129,531,1203,2404,952,8037,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-05,771665578,0,1,0,0,0,82222,128,531,1204,2408,952,8039,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-06,771665578,0,1,0,0,0,82351,128,532,1204,2410,952,8040,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-07,771665578,0,1,0,0,0,82481,129,532,1206,2416,955,8047,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-08,771665578,0,1,0,0,0,82586,129,532,1206,2417,956,8049,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-09,771665578,0,1,0,0,0,82634,129,532,1206,2418,956,8053,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-10,771665578,0,1,0,0,0,82703,129,532,1206,2420,958,8054,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-11,771665578,0,1,0,0,0,82784,129,532,1209,2429,958,8061,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-12,771665578,0,1,0,0,0,82860,129,532,1209,2431,958,8063,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-13,771665578,0,1,0,0,0,82936,129,532,1208,2433,959,8064,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-14,771665578,0,1,0,0,0,83030,129,532,1210,2435,959,8066,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-15,771665578,0,1,0,0,0,83094,129,533,1209,2435,960,8067,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-16,771665578,0,1,0,0,0,83131,129,533,1208,2435,960,8070,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-17,771665578,0,1,0,0,0,83213,129,533,1208,2436,960,8074,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-18,771665578,0,1,0,0,0,83249,129,533,1207,2436,960,8074,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-19,771665578,0,1,0,0,0,83305,129,533,1205,2436,962,8075,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-20,771665578,0,1,0,0,0,83355,129,533,1205,2436,962,8076,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-21,771665578,0,1,0,0,0,83413,129,533,1205,2437,963,8078,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-22,771665578,0,1,0,0,0,83446,129,533,1205,2437,963,8078,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-23,771665578,0,1,0,0,0,83485,129,533,1204,2437,963,8077,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-24,771665578,0,1,0,0,0,83532,129,533,1204,2439,963,8079,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV11r4y157E8,2022-09-25,771665578,0,1,0,0,0,83564,129,533,1205,2443,963,8081,1659609362,还真就是那个清唱女团【直播剪辑】,翻唱,106,1,0
BV12W4y1e799,2022-09-19,943212179,0,0,1,0,0,15738,278,379,514,1118,172,3176,1663560126,黑科技？！未来元宇宙做饭就是这样！莞儿直播做饭全记录【直播切片】,综合,327,1,0
BV12W4y1e799,2022-09-20,943212179,0,0,1,0,0,18940,297,396,564,1250,185,3433,1663560126,黑科技？！未来元宇宙做饭就是这样！莞儿直播做饭全记录【直播切片】,综合,327,1,0
BV12W4y1e799,2022-09-21,943212179,0,0,1,0,0,20824,311,403,585,1287,193,3535,1663560126,黑科技？！未来元宇宙做饭就是这样！莞儿直播做饭全记录【直播切片】,综合,327,1,0
BV12W4y1e799,2022-09-22,943212179,0,0,1,0,0,21883,312,403,602,1306,198,3590,1663560126,黑科技？！未来元宇宙做饭就是这样！莞儿直播做饭全记录【直播切片】,综合,327,1,0
BV12W4y1e799,2022-09-23,943212179,0,0,1,0,0,22265,313,403,610,1330,201,3622,1663560126,黑科技？！未来元宇宙做饭就是这样！莞儿直播做饭全记录【直播切片】,综合,327,1,0
BV12W4y1e799,2022-09-24,943212179,0,0,1,0,0,22675,313,403,617,1334,203,3652,1663560126,黑科技？！未来元宇宙做饭就是这样！莞儿直播做饭全记录【直播切片】,综合,327,1,0
BV12W4y1e799,2022-09-25,943212179,0,0,1,0,0,23075,315,407,624,1349,205,3677,1663560126,黑科技？！未来元宇宙做饭就是这样！莞儿直播做饭全记录【直播切片】,综合,327,1,0
BV13B4y147Ju,2022-08-27,599961464,0,0,1,1,0,21302,88,343,435,370,109,3360,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,2,1
BV13B4y147Ju,2022-08-28,599961464,1,0,1,1,1,35930,115,410,550,514,188,4809,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-08-29,599961464,1,0,1,1,1,40987,120,422,593,562,193,5093,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-08-30,599961464,1,0,1,1,1,43621,123,424,598,577,199,5160,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-08-31,599961464,1,0,1,1,1,44945,123,426,606,581,200,5203,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-01,599961464,1,0,1,1,1,45705,123,426,609,593,202,5227,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-02,599961464,1,0,1,1,1,46400,123,426,613,600,203,5250,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-03,599961464,1,0,1,1,1,47177,123,427,619,609,203,5282,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-04,599961464,1,0,1,1,1,47744,125,427,628,622,203,5308,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-05,599961464,1,0,1,1,1,48325,126,429,633,626,203,5325,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-06,599961464,1,0,1,1,1,48886,127,430,638,632,206,5345,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-07,599961464,1,0,1,1,1,49266,127,430,641,632,206,5353,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-08,599961464,1,0,1,1,1,49621,129,430,641,634,206,5358,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-09,599961464,1,0,1,1,1,49937,129,430,641,636,206,5367,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-10,599961464,1,0,1,1,1,50265,129,432,642,640,206,5377,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-11,599961464,1,0,1,1,1,50615,133,432,649,642,206,5390,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-12,599961464,1,0,1,1,1,50898,134,432,650,644,206,5395,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-13,599961464,1,0,1,1,1,51218,135,432,653,646,206,5401,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-14,599961464,1,0,1,1,1,51541,135,433,656,647,208,5406,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-15,599961464,1,0,1,1,1,51746,135,433,656,647,208,5411,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-16,599961464,1,0,1,1,1,51910,136,413,658,649,208,5414,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-17,599961464,1,0,1,1,1,52139,136,413,661,653,208,5419,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-18,599961464,1,0,1,1,1,52359,136,413,662,653,208,5423,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-19,599961464,1,0,1,1,1,52565,136,413,662,656,208,5426,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-20,599961464,1,0,1,1,1,52716,136,413,664,656,210,5433,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-21,599961464,1,0,1,1,1,52873,136,413,665,656,210,5436,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-22,599961464,1,0,1,1,1,52986,136,413,666,656,210,5438,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-23,599961464,1,0,1,1,1,53120,136,413,667,660,212,5445,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-24,599961464,1,0,1,1,1,53238,136,413,667,662,212,5447,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13B4y147Ju,2022-09-25,599961464,1,0,1,1,1,53356,136,413,667,664,212,5449,1661574900,学 狗 叫 女团🐕【EOE|直播剪辑】,综合,83,4,1
BV13F411P7ER,2022-08-18,301718190,0,0,0,0,1,82853,207,1716,2838,6034,1776,9203,1659767584,《黒い涙》（黑色眼泪）悲伤、哀切|这样的露早你见过吗？【翻唱|直播剪辑】,翻唱,305,1,0
BV13F411P7ER,2022-08-19,301718190,0,0,0,0,1,83542,207,1590,2850,6057,1783,9232,1659767584,《黒い涙》（黑色眼泪）悲伤、哀切|这样的露早你见过吗？【翻唱|直播剪辑】,翻唱,305,1,0
BV13F411P7ER,2022-08-20,301718190,0,0,0,0,1,84098,209,1602,2855,6074,1789,9250,1659767584,《黒い涙》（黑色眼泪）悲伤、哀切|这样的露早你见过吗？【翻唱|直播剪辑】,翻唱,305,1,0
BV13F411P7ER,2022-08-21,301718190,0,0,0,0,1,84847,211,1581,2869,6092,1799,9291,1659767584,《黒い涙》（黑色眼泪）悲伤、哀切|这样的露早你见过吗？【翻唱|直播剪辑】,翻唱,305,1,0
BV13F411P7ER,2022-08-22,301718190,0,0,0,0,1,85626,211,1589,2884,6124,1808,9315,1659767584,《黒い涙》（黑色眼泪）悲伤、哀切|这样的露早你见过吗？【翻唱|直播剪辑】,翻唱,305,1,0
BV13F411P7ER,2022-08-23,301718190,0,0,0,0,1,86320,211,1603,2897,6155,1819,9347,1659767584,《黒い涙》（黑色眼泪）悲伤、哀切|这样的露早你见过吗？【翻唱|直播剪辑】,翻唱,305,1,0
BV13F411P7ER,2022-08-24,301718190,0,0,0,0,1,86961,212,1608,2907,6182,1831,9369,1659767584,《黒い涙》（黑色眼泪）悲伤、哀切|这样的露早你见过吗？【翻唱|直播剪辑】,翻唱,305,1,0
BV13F411P7ER,2022-08-25,301718190,0,0,0,0,1,87437,212,1610,2918,6199,1832,9388,1659767584,《黒い涙》（黑色眼泪）悲伤、哀切|这样的露早你见过吗？【翻唱|直播剪辑】,翻唱,305,1,0
BV13F411P7ER,2022-08-26,301718190,0,0,0,0,1,87824,212,1613,2925,6216,1838,9404,1659767584,《黒い涙》（黑色眼泪）悲伤、哀切|这样的露早你见过吗？【翻唱|直播剪辑】,翻唱,305,1,0
